,date,value
192,2018-05-30,10634425.133226007
193,2018-05-31,10632922.248165011
194,2018-06-01,10647343.302619012
195,2018-06-04,10661343.476505011
196,2018-06-05,10646104.348149013
197,2018-06-06,10654953.817624014
198,2018-06-07,10665664.78149501
199,2018-06-08,10665964.453584012
200,2018-06-11,10668353.890424011
201,2018-06-12,10697973.296104012
202,2018-06-13,10684151.08646501
203,2018-06-14,10657229.950787012
204,2018-06-15,10686761.83967201
205,2018-06-18,10642500.92225301
206,2018-06-19,10597828.82311001
207,2018-06-20,10559177.732113011
208,2018-06-21,10526945.008517012
209,2018-06-22,10512259.325062016
210,2018-06-25,10499634.945645012
211,2018-06-26,10501886.191148015
212,2018-06-27,10488827.401805013
213,2018-06-28,10486566.719204014
214,2018-06-29,10484061.674301013
215,2018-07-02,10446936.681091016
216,2018-07-03,10433389.990528017
217,2018-07-04,10429620.197333016
218,2018-07-05,10400655.75601001
219,2018-07-06,10395790.098299013
220,2018-07-09,10294533.156297011
221,2018-07-10,10285914.709933016
222,2018-07-11,10267886.840496013
223,2018-07-12,10265775.275962012
224,2018-07-13,10274460.440238006
225,2018-07-17,10271254.902835011
226,2018-07-18,10269892.558371011
227,2018-07-19,10283711.183603015
228,2018-07-20,10278221.081967017
229,2018-07-23,10307968.432943014
230,2018-07-24,10352212.231111012
231,2018-07-25,10393918.97927901
232,2018-07-26,10414972.216322014
233,2018-07-27,10449979.587490015
234,2018-07-30,10486738.342550013
235,2018-07-31,10507058.184162017
236,2018-08-01,10563320.056497019
237,2018-08-02,10539246.238757018
238,2018-08-03,10517750.648506017
239,2018-08-06,10501822.343091018
240,2018-08-07,10498382.228166018
241,2018-08-08,10524695.387821017
242,2018-08-09,10524950.224235019
243,2018-08-10,10482362.374419019
244,2018-08-13,10443793.630717019
245,2018-08-14,10405949.412499018
246,2018-08-15,10362008.79134102
247,2018-08-16,10311820.853554012
248,2018-08-17,10324224.82802101
249,2018-08-20,10314502.46834201
250,2018-08-21,10321813.959389009
251,2018-08-22,10339235.818173008
252,2018-08-23,10349932.43591201
253,2018-08-24,10356646.035695005
254,2018-08-27,10377909.251774
255,2018-08-28,10388561.417286007
256,2018-08-29,10402555.569209006
257,2018-08-30,10454768.953691002
258,2018-08-31,10435637.934175005
259,2018-09-03,10423251.537567006
260,2018-09-04,10399972.471967006
261,2018-09-05,10365167.36148401
262,2018-09-06,10349395.686112013
263,2018-09-07,10249265.419546012
264,2018-09-10,10135569.68711901
265,2018-09-11,10110811.003204012
266,2018-09-12,10108859.112122009
267,2018-09-13,10130544.848478008
268,2018-09-14,10149835.878381012
269,2018-09-18,10179917.243438011
270,2018-09-19,10284612.447704013
271,2018-09-20,10335182.360925013
272,2018-09-21,10377586.514961012
273,2018-09-25,10451620.336952008
274,2018-09-26,10525730.608588014
275,2018-09-27,10515242.447634012
276,2018-09-28,10534557.358367011
277,2018-10-01,10562471.451075014
278,2018-10-02,10562168.773481013
279,2018-10-03,10577600.090249017
280,2018-10-04,10609267.379731016
281,2018-10-05,10564804.618476015
282,2018-10-09,10528053.173772018
283,2018-10-10,10553891.857012013
284,2018-10-11,10498399.224020014
285,2018-10-12,10460563.750637015
286,2018-10-15,10428548.692618016
287,2018-10-16,10435809.018609012
288,2018-10-17,10434751.009301014
289,2018-10-18,10394204.551839013
290,2018-10-19,10395954.181829015
291,2018-10-22,10397216.511147017
292,2018-10-23,10367304.70864302
293,2018-10-24,10356718.554517018
294,2018-10-25,10293518.777739018
295,2018-10-26,10231152.387842022
296,2018-10-29,10100479.41873902
297,2018-10-30,10162427.09777902
298,2018-10-31,10110547.732136022
299,2018-11-01,10121927.898171019
300,2018-11-02,10111844.493412022
301,2018-11-05,10104264.302216021
302,2018-11-06,10122250.996009022
303,2018-11-07,10167297.550673021
304,2018-11-08,10200414.631408023
305,2018-11-09,10202528.620226026
306,2018-11-12,10167753.315498022
307,2018-11-13,10098653.268716022
308,2018-11-14,10103914.53087802
309,2018-11-15,10096459.417650022
310,2018-11-16,9984426.86642502
311,2018-11-19,9997828.000315022
312,2018-11-20,9932169.806783022
313,2018-11-21,9935212.26702402
314,2018-11-22,9918663.612162022
315,2018-11-26,9927851.309073018
316,2018-11-27,9938951.864568021
317,2018-11-28,9970795.532588022
318,2018-11-29,9963146.22861702
319,2018-11-30,9911774.99818102
320,2018-12-03,9962137.14130002
321,2018-12-04,9928140.94568802
322,2018-12-05,9923149.654454023
323,2018-12-06,9860066.03617402
324,2018-12-07,9803156.343870023
325,2018-12-10,9721586.099906022
326,2018-12-11,9657783.38665302
327,2018-12-12,9635731.259927018
328,2018-12-13,9630729.93906802
329,2018-12-14,9594340.347992018
330,2018-12-17,9617302.88818702
331,2018-12-18,9603190.34713002
332,2018-12-19,9565887.26913502
333,2018-12-20,9494256.508457018
334,2018-12-21,9432838.081609022
335,2018-12-25,9314987.05517202
336,2018-12-26,9191177.030002018
337,2018-12-27,9163463.915887017
338,2018-12-28,9156256.43760502
339,2019-01-04,9083672.686523018
340,2019-01-07,9067997.196443016
341,2019-01-08,9092620.775228016
342,2019-01-09,9240777.640183017
343,2019-01-10,9235065.721511016
344,2019-01-11,9244559.810584016
345,2019-01-15,9287050.038894016
346,2019-01-16,9298368.16440402
347,2019-01-17,9318068.690261016
348,2019-01-18,9325004.166383015
349,2019-01-21,9399981.540523019
350,2019-01-22,9398236.445282018
351,2019-01-23,9381470.17883002
352,2019-01-24,9432965.971432023
353,2019-01-25,9479957.040082024
354,2019-01-28,9475365.460479027
355,2019-01-29,9434842.700098023
356,2019-01-30,9475308.007567026
357,2019-01-31,9507298.141464025
358,2019-02-01,9563043.138661023
359,2019-02-04,9590803.76352602
360,2019-02-05,9587452.456913019
361,2019-02-06,9556716.51934002
362,2019-02-07,9537724.808222018
363,2019-02-08,9518974.20650602
364,2019-02-12,9551648.610344019
365,2019-02-13,9596579.131020015
366,2019-02-14,9594177.01605302
367,2019-02-15,9588426.132717015
368,2019-02-18,9627991.31304902
369,2019-02-19,9639345.860923022
370,2019-02-20,9661862.371905018
371,2019-02-21,9698291.457688015
372,2019-02-22,9700687.857951019
373,2019-02-25,9726517.251885017
374,2019-02-26,9924030.402852023
375,2019-02-27,9940129.441645022
376,2019-02-28,9985061.62716202
377,2019-03-01,9986965.883401021
378,2019-03-04,9978271.248055022
379,2019-03-05,9996743.402354022
380,2019-03-06,10013094.247413024
381,2019-03-07,10003982.995417023
382,2019-03-08,9968753.049396021
383,2019-03-11,9923503.272816023
384,2019-03-12,9948930.400444021
385,2019-03-13,9933374.885243023
386,2019-03-14,9924955.879510023
387,2019-03-15,9916550.27002502
388,2019-03-18,9949580.122201022
389,2019-03-19,9946088.464609021
390,2019-03-20,9997651.85781102
391,2019-03-22,10013163.23097902
392,2019-03-25,9907919.354275018
393,2019-03-26,9923716.39175502
394,2019-03-27,9948314.656532021
395,2019-03-28,9904079.766253019
396,2019-03-29,9897561.23426202
397,2019-04-01,9920108.90286702
398,2019-04-02,9952020.774566019
399,2019-04-03,10008746.20763102
400,2019-04-04,10017924.85387202
401,2019-04-05,10032886.351660019
402,2019-04-08,10036174.072996018
403,2019-04-09,10045242.249954017
404,2019-04-10,10027361.524752015
405,2019-04-11,10010043.931477016
406,2019-04-12,10029262.901845017
407,2019-04-15,10047637.396192014
408,2019-04-16,10069279.283010015
409,2019-04-17,10067738.318595016
410,2019-04-18,10059752.959638016
411,2019-04-19,10055434.871890016
412,2019-04-22,10077580.269698014
413,2019-04-23,10089713.573740015
414,2019-04-24,10094694.759342019
415,2019-04-25,10104140.370561017
416,2019-04-26,10133975.967255019
417,2019-05-07,10092318.19006402
418,2019-05-08,9997717.582071021
419,2019-05-09,9946872.790381022
420,2019-05-10,9947079.769176021
421,2019-05-13,9847172.36005302
422,2019-05-14,9839743.105854021
423,2019-05-15,9850310.771667022
424,2019-05-16,9791998.290347021
425,2019-05-17,9796555.424702017
426,2019-05-20,9804347.923087018
427,2019-05-21,9789168.210215013
428,2019-05-22,9746024.133529013
429,2019-05-23,9734230.091425011
430,2019-05-24,9645267.670837013
431,2019-05-27,9677004.136877013
432,2019-05-28,9645687.209574012
433,2019-05-29,9624522.586271014
434,2019-05-30,9654650.148920016
435,2019-05-31,9597819.856137015
436,2019-06-03,9571005.667939015
437,2019-06-04,9500299.26238001
438,2019-06-05,9508953.498605011
439,2019-06-06,9485749.631446011
440,2019-06-07,9474202.140673013
441,2019-06-10,9482401.805841018
442,2019-06-11,9507033.575369019
443,2019-06-12,9541749.251892023
444,2019-06-13,9522452.42391502
445,2019-06-14,9527538.639145019
446,2019-06-17,9540023.947602015
447,2019-06-18,9528380.977569012
448,2019-06-19,9571834.838791013
449,2019-06-20,9572878.861257015
450,2019-06-21,9590785.235283013
451,2019-06-24,9598703.951867016
452,2019-06-25,9592520.745152013
453,2019-06-26,9600262.51638301
454,2019-06-27,9611194.462909015
455,2019-06-28,9616048.727195013
456,2019-07-01,9649494.395837015
457,2019-07-02,9658320.273180014
458,2019-07-03,9668830.971057015
459,2019-07-04,9680172.429105015
460,2019-07-05,9708866.707364015
461,2019-07-08,9695279.376312014
462,2019-07-09,9704557.422559014
463,2019-07-10,9703915.39738702
464,2019-07-11,9697172.935847016
465,2019-07-12,9686061.508279014
466,2019-07-16,9688974.222617015
467,2019-07-17,9685362.417879013
468,2019-07-18,9645427.43374702
469,2019-07-19,9657355.290385017
470,2019-07-22,9667574.295805018
471,2019-07-23,9672475.527572017
472,2019-07-24,9674859.057230016
473,2019-07-25,9707715.605059016
474,2019-07-26,9694441.549195014
475,2019-07-29,9675980.622543015
476,2019-07-30,9781143.803303014
477,2019-07-31,9765625.059343012
478,2019-08-01,9747454.20273201
479,2019-08-02,9660169.382445011
480,2019-08-05,9646163.818998013
481,2019-08-06,9661269.570322013
482,2019-08-07,9637737.396618014
483,2019-08-08,9590987.748742016
484,2019-08-09,9598360.864148015
485,2019-08-13,9598446.665710015
486,2019-08-14,9593104.979919013
487,2019-08-15,9570277.791256014
488,2019-08-16,9576664.592761016
489,2019-08-19,9571873.322770014
490,2019-08-20,9537146.830442013
491,2019-08-21,9516657.328287017
492,2019-08-22,9500708.690773014
493,2019-08-23,9513695.043235013
494,2019-08-26,9437253.032619013
495,2019-08-27,9392320.193202015
496,2019-08-28,9329835.292346012
497,2019-08-29,9338869.059017014
498,2019-08-30,9347021.416428013
499,2019-09-02,9347469.252187015
500,2019-09-03,9396770.582613017
501,2019-09-04,9385450.092350017
502,2019-09-05,9451731.594963014
503,2019-09-06,9484999.633634016
504,2019-09-09,9496029.105500013
505,2019-09-10,9553936.950957013
506,2019-09-11,9602631.236990014
507,2019-09-12,9605885.217460014
508,2019-09-13,9662130.996147016
509,2019-09-17,9731634.136285018
510,2019-09-18,9717887.544218015
511,2019-09-19,9748461.993898014
512,2019-09-20,9762102.422948014
513,2019-09-24,9777021.345687017
514,2019-09-25,9803699.488210015
515,2019-09-26,9815859.263234016
516,2019-09-27,9842305.266504016
517,2019-09-30,9830592.750152022
518,2019-10-01,9849048.806920022
519,2019-10-02,9873392.874320015
520,2019-10-03,9842065.018176012
521,2019-10-04,9830778.987380013
522,2019-10-07,9831623.379929014
523,2019-10-08,9849766.15772001
524,2019-10-09,9842455.817963012
525,2019-10-10,9837964.308611013
526,2019-10-11,9871646.076583011
527,2019-10-15,9903586.065055013
528,2019-10-16,9917484.823910015
529,2019-10-17,9916804.727939017
530,2019-10-18,9951784.832704017
531,2019-10-21,10006016.090826018
532,2019-10-23,10018244.93158802
533,2019-10-24,10075244.540175017
534,2019-10-25,10093250.789331017
535,2019-10-28,10116886.285697017
536,2019-10-29,10137669.865111018
537,2019-10-30,10151564.420944022
538,2019-10-31,10160430.538757017
539,2019-11-01,10163431.72119602
540,2019-11-05,10161929.514234016
541,2019-11-06,10190726.288810015
542,2019-11-07,10190517.317680014
543,2019-11-08,10174936.811009014
544,2019-11-11,10206530.73385901
545,2019-11-12,10226443.66665801
546,2019-11-13,10230665.551745012
547,2019-11-14,10230109.384190014
548,2019-11-15,10253170.27722701
549,2019-11-18,10274553.862604015
550,2019-11-19,10294477.227664016
551,2019-11-20,10298176.746939015
552,2019-11-21,10293710.955450017
553,2019-11-22,10289044.728852019
554,2019-11-25,10319231.816487018
555,2019-11-26,10334519.045254018
556,2019-11-27,10378517.795010014
557,2019-11-28,10421984.427554013
558,2019-11-29,10422669.231770013
559,2019-12-02,10439278.235444013
560,2019-12-03,10445696.28692701
561,2019-12-04,10442536.830705011
562,2019-12-05,10453594.62288301
563,2019-12-06,10462561.877434008
564,2019-12-09,10462643.944198012
565,2019-12-10,10433830.180662012
566,2019-12-11,10433565.950890012
567,2019-12-12,10441918.461945008
568,2019-12-13,10468938.039904011
569,2019-12-16,10475096.713075012
570,2019-12-17,10496562.620834013
571,2019-12-18,10548190.23989901
572,2019-12-19,10567288.635771008
573,2019-12-20,10585308.627235007
574,2019-12-23,10564991.975642009
575,2019-12-24,10568450.493245007
576,2019-12-25,10562217.82350801
577,2019-12-26,10561492.965286005
578,2019-12-27,10582266.297199007
579,2019-12-30,10585551.996473005
580,2020-01-06,10568698.679311007
581,2020-01-07,10555195.510995006
582,2020-01-08,10531857.004290009
583,2020-01-09,10518385.774133008
584,2020-01-10,10538855.128096007
585,2020-01-14,10532383.061962008
586,2020-01-15,10525444.607504008
587,2020-01-16,10486638.642608011
588,2020-01-17,10534482.576198006
589,2020-01-20,10545295.173367009
590,2020-01-21,10538991.333163006
591,2020-01-22,10545047.165096004
592,2020-01-23,10536014.960702008
593,2020-01-24,10524346.156356009
594,2020-01-27,10473255.342073005
595,2020-01-28,10440871.623758003
596,2020-01-29,10452983.178749003
597,2020-01-30,10424940.796618003
598,2020-01-31,10411610.417249003
599,2020-02-03,10381751.179722006
600,2020-02-04,10367055.285477009
601,2020-02-05,10379875.323749008
602,2020-02-06,10419222.416768005
603,2020-02-07,10477969.240436004
604,2020-02-10,10504966.264772002
605,2020-02-12,10516122.624099007
606,2020-02-13,10508256.440547006
607,2020-02-14,10490907.860044004
608,2020-02-17,10484215.106231004
609,2020-02-18,10454221.619651001
610,2020-02-19,10436343.339918
611,2020-02-20,10426361.47641
612,2020-02-21,10403407.162821002
613,2020-02-25,10330756.787985003
614,2020-02-26,10317483.741061
615,2020-02-27,10275905.513622997
616,2020-02-28,10173691.225860996
617,2020-03-02,10181689.564692996
618,2020-03-03,10067371.919456996
619,2020-03-04,10055221.371815998
620,2020-03-05,10041086.348383998
621,2020-03-06,9977555.641668996
622,2020-03-09,9890204.478008
623,2020-03-10,9818096.230298
624,2020-03-11,9756956.914858002
625,2020-03-12,9681572.816822005
626,2020-03-13,9592560.897862
627,2020-03-16,9452560.278828999
628,2020-03-17,9442214.395343004
629,2020-03-18,9326130.011712002
630,2020-03-19,9192959.465104999
631,2020-03-23,9178654.389011996
632,2020-03-24,9123145.884576
633,2020-03-25,9024708.810438002
634,2020-03-26,8963103.714889003
635,2020-03-27,8899696.343195003
636,2020-03-30,8739990.536948007
637,2020-03-31,8738555.648287006
638,2020-04-01,8673187.349989004
639,2020-04-02,8577520.433270006
640,2020-04-03,8501565.250767004
641,2020-04-06,8438759.094908006
642,2020-04-07,8481851.531831006
643,2020-04-08,8489784.598755004
644,2020-04-09,8513863.258204006
645,2020-04-10,8516488.316999003
646,2020-04-13,8511970.927495008
647,2020-04-14,8529190.355255004
648,2020-04-15,8499452.179488005
649,2020-04-16,8462088.127200006
650,2020-04-17,8476284.239233002
651,2020-04-20,8477044.335990004
652,2020-04-21,8468917.610342003
653,2020-04-22,8433394.222663
654,2020-04-23,8443783.491856
655,2020-04-24,8450704.712269003
656,2020-04-27,8545858.272303004
657,2020-04-28,8557474.409847002
658,2020-04-30,8627380.426178003
659,2020-05-01,8609826.518688003
660,2020-05-07,8615732.939822003
661,2020-05-08,8653770.273953004
662,2020-05-11,8734520.903511
663,2020-05-12,8742021.424543
664,2020-05-13,8763394.019518003
665,2020-05-14,8730928.429364003
666,2020-05-15,8733369.581156002
667,2020-05-18,8762860.831554001
668,2020-05-19,8803786.969033001
669,2020-05-20,8852802.449237006
670,2020-05-21,8877082.883981004
671,2020-05-22,8866172.748898003
672,2020-05-25,8964974.247205
673,2020-05-26,9019658.350593
674,2020-05-27,9109858.148966998
675,2020-05-28,9146616.035432
676,2020-05-29,9169685.419933
677,2020-06-01,9248239.327982001
678,2020-06-02,9355257.601631999
679,2020-06-03,9384573.401523996
680,2020-06-04,9409931.392782005
681,2020-06-05,9447860.411273003
682,2020-06-08,9506593.793830004
683,2020-06-09,9554076.878628999
684,2020-06-10,9608789.454396999
685,2020-06-11,9707396.011970997
686,2020-06-12,9699130.458154999
687,2020-06-15,9637877.529118001
688,2020-06-16,9686416.521993002
689,2020-06-17,9699849.904597
690,2020-06-18,9701424.937584
691,2020-06-19,9702525.292459
692,2020-06-22,9700199.075135002
693,2020-06-23,9680337.317006998
694,2020-06-24,9663142.732400998
695,2020-06-25,9613747.360348998
696,2020-06-26,9620399.220841004
697,2020-06-29,9593654.220392006
698,2020-06-30,9657364.714664003
699,2020-07-01,9644205.872139003
700,2020-07-02,9645783.500549005
701,2020-07-03,9569751.998660006
702,2020-07-06,9612495.280934006
703,2020-07-07,9594438.697593005
704,2020-07-08,9572966.548057005
705,2020-07-09,9555789.698110007
706,2020-07-10,9499871.498618003
707,2020-07-13,9517678.489196006
708,2020-07-14,9512608.656843003
709,2020-07-15,9526941.567111006
710,2020-07-16,9562234.646711005
711,2020-07-17,9553161.171851004
712,2020-07-20,9549174.182808004
713,2020-07-21,9543091.494480006
714,2020-07-22,9543049.02363801
715,2020-07-27,9554205.821707008
716,2020-07-28,9532872.454727009
717,2020-07-29,9515897.153291013
718,2020-07-30,9471261.003247013
719,2020-07-31,9432752.03406101
720,2020-08-03,9430856.309211014
721,2020-08-04,9449917.706248013
722,2020-08-05,9473307.439209016
723,2020-08-06,9519375.044491015
724,2020-08-07,9525418.034995014
725,2020-08-11,9580509.222898012
726,2020-08-12,9625779.180316007
727,2020-08-13,9657388.61843901
728,2020-08-14,9673515.26830801
729,2020-08-17,9685974.216807012
730,2020-08-18,9685322.036629006
731,2020-08-19,9692496.965344004
732,2020-08-20,9691402.417395007
733,2020-08-21,9656113.836542007
734,2020-08-24,9653074.614790007
735,2020-08-25,9674969.561839009
736,2020-08-26,9722311.045731006
737,2020-08-27,9699151.65646801
738,2020-08-28,9703302.468056006
739,2020-08-31,9743389.782310005
740,2020-09-01,9747590.54631701
741,2020-09-02,9756000.967964008
742,2020-09-03,9783167.837189011
743,2020-09-04,9788418.283420011
744,2020-09-07,9773917.554948006
745,2020-09-08,9796279.788165005
746,2020-09-09,9794026.100222008
747,2020-09-10,9818509.072069008
748,2020-09-11,9828989.960735008
749,2020-09-14,9805271.495462002
750,2020-09-15,9822341.155421998
751,2020-09-16,9825290.753988001
752,2020-09-17,9847277.024947003
753,2020-09-18,9845011.518647002
754,2020-09-23,9827256.895366004
755,2020-09-24,9807171.948125007
756,2020-09-25,9819160.132529004
757,2020-09-28,9864122.746349003
758,2020-09-29,9891040.438846003
759,2020-09-30,9871756.365259005
760,2020-10-02,9881232.739165006
761,2020-10-05,9891356.105523003
762,2020-10-06,9904610.298586002
763,2020-10-07,9922608.042389002
764,2020-10-08,9922643.184603004
765,2020-10-09,9931015.992176006
766,2020-10-12,9894448.991096007
767,2020-10-13,9917503.935679007
768,2020-10-14,9907413.150917007
769,2020-10-15,9890520.817554003
770,2020-10-16,9895442.720055006
771,2020-10-19,9903394.693165008
772,2020-10-20,9903071.626051007
773,2020-10-21,9880879.455236005
774,2020-10-22,9877053.608544007
775,2020-10-23,9897180.220690005
776,2020-10-26,9899767.928702006
777,2020-10-27,9894991.536183005
778,2020-10-28,9873331.526409006
779,2020-10-29,9883054.163953004
780,2020-10-30,9862292.075185005
781,2020-11-02,9831588.392067008
782,2020-11-04,9814449.117844008
783,2020-11-05,9808155.737293007
784,2020-11-06,9813527.149257008
785,2020-11-09,9852177.90066201
786,2020-11-10,9937598.975231009
787,2020-11-11,10015057.208435006
788,2020-11-12,10054882.845450003
789,2020-11-13,10034567.788393002
790,2020-11-16,10077005.220978001
791,2020-11-17,10155685.590515
792,2020-11-18,10137166.733358005
793,2020-11-19,10202991.200315
794,2020-11-20,10209172.171184
795,2020-11-24,10256310.689904004
796,2020-11-25,10269445.195091005
797,2020-11-26,10327924.193484008
798,2020-11-27,10351738.534203004
799,2020-11-30,10318742.520090004
800,2020-12-01,10336565.147167
801,2020-12-02,10365003.226684
802,2020-12-03,10395307.652798003
803,2020-12-04,10401454.543162
804,2020-12-07,10367576.300488003
805,2020-12-08,10346929.05628601
806,2020-12-09,10373652.63692901
807,2020-12-10,10370780.906702008
808,2020-12-11,10394185.853708006
809,2020-12-14,10431284.251196008
810,2020-12-15,10424966.097260011
811,2020-12-16,10415580.250165012
812,2020-12-17,10462073.478757013
813,2020-12-18,10458375.013512013
814,2020-12-21,10426593.87641501
815,2020-12-22,10404094.493510008
816,2020-12-23,10402941.684480006
817,2020-12-24,10419735.713041006
818,2020-12-25,10412756.132468004
819,2020-12-28,10419932.113698004
820,2020-12-29,10453156.141701005
821,2020-12-30,10473298.456140004
822,2021-01-04,10522039.402842004
823,2021-01-05,10511856.673172005
824,2021-01-06,10528347.867104003
825,2021-01-07,10611094.003454005
826,2021-01-08,10627480.549641004
827,2021-01-12,10638480.841135003
